College,Course,LO,Rubric,Description
NS,NS111,planetaryformation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-planetaryformation,"Identify key processes involved in planetary formation and/or subsequent planetary modifications (e.g., planetary layering) and explain the evidence and implications of the processes. From processes that formed our solar system 4.5 billion years ago to subsequent processes that have altered both the composition and structure of planets, planets are shaped from dust and gas of solar nebula but vary as a result of dierent conditions and subsequent processes."
NS,NS111,analyticaltools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-analyticaltools,"Identify and analyze appropriate methods, including the use of proxies, to determine age and/or composition of components in the Universe from stars to bulk Earth and other planetary bodies to isotopic compositions of planetary rocks or reservoirs."
NS,NS111,redox,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-redox,"Analyze the ""co-evolution of life and Earth's exterior"" - namely, the critical role of oxidation-reduction reactions which make life possible, but also fundamentally alters Earth's surface environment. Oxidation-reduction reactions are an important part of a wide variety of processes on Earth’s surface. The story of these reactions started with the earliest life. The reactions became ubiquitous once oxygenic photosynthesis led to the ""Great Oxidation Event"" over 2 billion years ago, where free oxygen was available in the atmosphere. Redox reactions continue to this day in all kinds of Earth surface processes."
NS,NS111,originandevolutionoflife,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-originandevolutionoflife,"Examine the evidence for a single origin of life, for when life began on Earth, and how and when life diversified and went extinct. Identify processes and causes that explain the story of life on Earth in a series of discrete steps."
NS,NS111,climateregulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-climateregulation,"Explain the natural controls that stabilize Earth's climate, and the causes (both natural and human-induced) of climate variability . It is essential for life on Earth that global temperatures are kept within relatively narrow bounds. Several processes operating at dierent timescales are responsible for regulating Earth’s climate. Processes include “tectonic thermostat,” orbital changes, and thermohaline circulation in the oceans. More recently humans are aecting the planet’s climate on short timescales."
NS,NS111,platetectonics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-platetectonics,"Explain key aspects of the plate tectonics theory, evaluate the multiple lines of evidence for plate tectonics, and
recognize the importance of plate tectonics to other Earth cycles. Earth’s lithosphere (crust and upper mantle) is in constant motion. Plate tectonics has become key in understanding a series of Earth processes such as mountain range formation, biogeochemical cycles and some forms of volcanism. Plate tectonics represents a true paradigm shift in the Earth sciences, tying together data from many dierent fields into a coherent, fundamental framework."
NS,NS111,managingresources,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-managingresources,"Analyze the multitude of impacts that humans have on the planet including climate, ocean, biosphere, and even human-directed evolution. Assess potential interventions and how humans might manage resources with an eye toward long-term sustainability"
NS,NS112,geneticvariationandheritability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-geneticvariationandheritability,"Distinguish the diverse genetic mechanisms (e.g., random mutation, non-randomness in mutation rates, epistasis, polygenic variation) and epigenetic mechanisms (e.g., methylation) that influence phenotypic traits and their inheritance."
NS,NS112,geneticdrift,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-geneticdrift,"Explain the mechanisms of random allele frequency change in populations, and apply theory to evaluate the probability of fixation for dierent scenarios."
NS,NS112,naturalselection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-naturalselection,"Distinguish modes of selection, calculate the strength of selection, and analyze the impact of selection on genetic variance within and between populations."
NS,NS112,adaptationandspandrels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-adaptationandspandrels,Dierentiate between adaptive and nonadaptive mechanisms and how they influence traits across scales.
NS,NS112,buildphylogenies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-buildphylogenies,"Use bioinformatic tools to build phylogenetic trees, understand the concepts underlying the construction of phylogenetic trees, and critique the tree-building methods used in primary literature."
NS,NS112,evaluatephylogenies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-evaluatephylogenies,"Evaluate phylogenies to analyze, interpret and apply the evolutionary relationships derived from them."
NS,NS112,speciation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-speciation,Evaluate mechanisms of speciation events.
NS,NS112,biodiversity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-biodiversity,Use metrics to quantify biodiversity and understand how biodiversity is crucial to healthy and functioning ecosystems.
NS,NS112,ecorelationships,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-ecorelationships,Determine the costs and benefits of interactions among organisms to evaluate hypotheses explaining the nature and consequences of the interaction.
NS,NS112,nicheconstruction,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-nicheconstruction,"Evaluate the way organisms shape their environment and the subsequent evolutionary consequences, with a focus on ecological inheritance and bidirectional selection."
NS,NS112,networks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-networks,Analyze how network structure aects interactions within a network.
NS,NS112,phenotypicplasticity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-phenotypicplasticity,"Evaluate how organisms with the same genotype can produce dierent phenotypes in response to environmental dierences they experience, and how that plasticity can both evolve itself and impact evolutionary processes"
NS,NS112,EvolutionOutsidetheBox,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-EvolutionOutsidetheBox,"Evolutionary concepts have often been applied outside of biology, and this LO captures the generation and evaluation of those ideas"
NS,NS113,structuresandproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-structuresandproperties,Apply principles of chemistry to analyze the structure and/or properties of atoms and molecules.
NS,NS113,molecularinteractions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-molecularinteractions,"Apply principles of chemistry to identify, interpret, and dierentiate the interactions that govern the behavior of matter."
NS,NS113,reactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-reactions,"Apply principles of chemistry to identify, interpret, and dierentiate the reactions that govern the behavior of matter"
NS,NS113,thermodynamics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-thermodynamics,"Apply principles of thermodynamics (e.g., energy, equilibrium) to analyze and/or explain chemical systems."
NS,NS113,kinetics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-kinetics,Apply principles of physics to explain factors that influence the kinetics of chemical reactions and interactions.
NS,NS113,methods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-methods,"Interpret, analyze and/or use appropriate methods in critiquing or following scientific procedures."
NS,NS113,sciencecommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS113-sciencecommunication,Explain a scientific concept or research results in a manner appropriate for the intended audience.
NS,NS125,qualmri,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-qualmri,Align research with the questions it is meant to answer
NS,NS125,fruitfuldirections,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-fruitfuldirections,Propose fruitful extensions to existing research
NS,NS125,dataprep,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-dataprep,Obtain and prepare data to facilitate analysis
NS,NS125,datanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-datanalysis,Use computers to analyze data
NS,NS125,workincontext,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-workincontext,Articulate and defend the significance and implications of the work in the primary field of study in terms of challenges and trends in a social or global context.
NS,NS125,litreview,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS125-litreview,Conduct and synthesize searches of scholarly literature
NS,NS142,operatortheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-operatortheory,Recognize the role of linear operators and describe their action on the space of states
NS,NS142,spaceofstates,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-spaceofstates,Construct the space of states for a given quantum system
NS,NS142,timeevolution,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-timeevolution,Use the time evolution operator to predict the future behavior of a quantum system
NS,NS142,measurementtheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-measurementtheory,Describe the eects of measurement on a quantum system
NS,NS142,twoStateSystems,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-twoStateSystems,Use the properties of two-state systems to infer the rules of quantum mechanics
NS,NS142,atomicSystems,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-atomicSystems,Apply quantum mechanics to the description of phenomena occurring in atomic physics
NS,NS142,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-quantprofessionalism,Apply professional conventions specific to quantitative fields
NS,NS142,engagementState,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-engagementState,"Be prepared, engaged, and behave professionally, according to the Minerva standards"
NS,NS144,bioinformatics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-bioinformatics,Apply bioinformatic tools to generate and test hypotheses
NS,NS144,studypopulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-studypopulation,Determine and justify appropriate subjects for specific research questions
NS,NS144,evolutionaryreasoning,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-evolutionaryreasoning,Analyze functional properties of biological systems as the outcomes of evolutionary processes
NS,NS144,geneticarchitecture,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-geneticarchitecture,Analyze patterns of inheritance to determine the underlying genetic and environmental basis of phenotypic trait variation
NS,NS144,geneidentification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-geneidentification,Design experiments to identify candidate causative genes and genetic variants
NS,NS144,development,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-development,Analyze eects of spatially and temporally regulated dierential gene expression in multicellular organisms
NS,NS144,generegulationmechanisms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-generegulationmechanisms,Distinguish between mechanisms to regulate the expression of genes
NS,NS146,surfacegeochem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-surfacegeochem,"Analyze the chemical changes on Earth’s surface due to interactions among water, minerals, atmosphere and/or life."
NS,NS146,earthsurfaceprocesses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-earthsurfaceprocesses,"Explain how physical processes involving water, minerals, atmosphere and/or life aect the movement and/or characteristics of Earth materials (including water)."
NS,NS146,highPTgeochem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-highPTgeochem,": Analyze the chemical changes associated with melting, crystallization, and solid-state diusion at high pressures and/or temperatures"
NS,NS146,highPTprocesses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-highPTprocesses,"Explain the physical processes that create or transform Earth materials at high pressures and/or temperatures (e.g., partial melting, tectonic compression)."
NS,NS146,minerals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-minerals,Identify specific types of minerals and explain their formation processes and key properties.
NS,NS146,landforms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-landforms,Identify and explain the formation of landforms and their key properties.
NS,NS146,rock,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-rock,"Identify and interpret key characteristics of and types of rocks or rock formations (e.g., composition, formation environment)"
NS,NS152,lightproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-lightproperties,Explain how properties of light are utilized to analyze specimens
NS,NS152,chemicalproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-chemicalproperties,Explain how chemical properties and reactions are utilized to analyze atoms and molecules.
NS,NS152,limits,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-limits,Explain and work within analytical and physical limits when selecting methods and interpreting results
NS,NS152,errorminimization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-errorminimization,Identify ways to minimize errors in analytical techniques
NS,NS152,errordetermination,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-errordetermination,Identify and quantify relevant types and sources of error to select appropriate techniques and correctly interpret results
NS,NS154,sciencecommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-sciencecommunication,explain a scientific concept or communicate research results
NS,NS154,researchmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-researchmethods,Conduct scientific research; analyze experimental protocols and results
NS,NS154,reactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-reactions,"Identify, interpret, and dierentiate chemical reactions relevant to biological function."
NS,NS154,molecularproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-molecularproperties,Apply principles of chemistry and physics to characterize the structure and explain the interactions of biological molecules.
NS,NS154,thermodynamics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-thermodynamics,Apply principles of thermodynamics to explain the structure and interactions of biological systems and molecules
NS,NS154,kinetics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-kinetics,Explain factors that influence the kinetics of chemical reactions and interactions.
NS,NS154,regulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-regulation,Explain the regulatory mechanisms involved in cells or other biological systems' responsiveness to changing conditions
NS,NS154,networks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-networks,Analyze how network structure aects interactions within a network.
NS,NS154,biologicalstructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-biologicalstructure,Explain how the function of cells and other biological systems is informed by their structure.
NS,NS156,boxmodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-boxmodel,Create representative models of environmental systems that can then be solved analytically or numerically
NS,NS156,climate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-climate,"Explain the physics of the Earth’s climate and apply that understanding to past, current, and future changes to the climate system"
NS,NS156,environmentalchem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-environmentalchem,Explain and model the chemical processes that control the Earth system
NS,NS156,fluidmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-fluidmotion,Explain and model the physical flows of the atmosphere and oceans
NS,NS156,earthobserving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-earthobserving,"Explain, locate, and visualize the dierent types of environmental observations (e.g. in situ, remotely sensed) and their suitability for addressing dierent problems."
NS,NS156,remotesensing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-remotesensing,Model radiative transfer and analyze remote sensing measurements.
NS,NS156,numericalsimulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-numericalsimulation,Evaluate and create numerical simulations of the Earth system.
NS,NS156,earthapplications,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-earthapplications,Design scientifically sound and achievable solutions to current environmental issues using observations and models.
NS,NS162,CoarseGraining,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-CoarseGraining,"Describe the relationship between coarse-grained variables and microscopic degrees of freedom, and calculate the size of statistical fluctuations in coarse-grained variables; when applicable, explain how eective theories emerge from microscopic theories to describe coarse-grained variables; when applicable, explain the universality of an eective theory; when applicable, describe coarse-graining in terms of mutual information."
NS,NS162,Entropy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-Entropy,"Distinguish between microstates and macrostates and calculate the equilibrium entropy of a system from its microscopic description and the fundamental postulate of statistical mechanics; when applicable, describe how the 2nd law and the fundamental postulate emerge from the microscopic theory of atoms; when applicable, interpret entropy as measure of information or disorder."
NS,NS162,Heat,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-Heat,"Describe how heat energy is stored in the microscopic degrees of freedom of a system; describe how heat can be converted into mechanical work; when applicable, use the equipartition theorem to describe the distribution of energy in a system; when applicable, relate changes in temperature to heat capacity and changes in internal energy."
NS,NS162,StatisticalEquilibrium,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-StatisticalEquilibrium,"Use the 1st and 2nd laws of thermodynamics to calculate the equilibrium properties when isolated systems are brought into thermal, chemical, or mechanical contact, or undergo quasi-equilibrium processes; when applicable, distinguish between reversible and irreversible processes; when applicable, calculate thermodynamic properties from the entropy; when applicable, describe the timescales relevant to a system reaching equilibrium."
NS,NS162,CannonicalEnsemble,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-CannonicalEnsemble,"Use the Boltzmann distribution or free energy to describe the properties of systems interacting with macroscopic environments; when applicable, describe the relationship between the free energy and the partition function; when applicable, calculate thermodynamic properties from a partition function or free energy"
NS,NS162,IsingModel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-IsingModel,"Calculate the Ising model's thermodynamic properties; when applicable, describe the properties of phase transition in the Ising model; when applicable, interpret the Ising model as a model for other interacting systems, for example matter near the liquidgas phase transition."
NS,NS162,IdealGas,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-IdealGas,"Explain the microscopic physics and phase space of the ideal gas model; derive the ideal gas law from kinetic theory and from the microscopic calculation of the ideal gas entropy; when applicable, describe deviations from ideal behavior."
NS,NS162,Reactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-Reactions,"Describe how the first and second laws govern the spontaneity and equilibrium conditions of chemical reactions and phase transitions; when applicable, use empirically measured standard entropies and enthalpies to determine the spontaneity of reactions and equilibrium constants; when applicable, give microscopic interpretations of chemical equilibrium; when applicable, estimate reaction rates in the presence of potential barriers."
NS,NS162,MathMethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-MathMethods,"Use the methods of algebra, calculus and probability theory to model statistical mechanical systems and quantitatively calculate their properties; when applicable, perform integrals over continuous probability distributions."
NS,NS162,StatisticalSimulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-StatisticalSimulation,"Create or use dynamical simulations or Monte Carlo methods to sample probability distributions in statistical mechanical systems; when applicable, use histograms and descriptive statistics to describe the equilibrium properties of systems based on simulation data; when applicable, convert between simulation units and physical units; when applicable, describe the limits of simulation methods."
NS,NS162,QuantProfessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-QuantProfessionalism,Apply professional conventions that are appropriate in quantitative fields
NS,NS164,safetyefficacy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-safetyefficacy,"Evaluate processes to ensure safety, eicacy and ethics of new technologies and therapies; analyze the tradeos between safety and eicacy in design of clinical trials and application of pharmaceutical or biotechnological products"
NS,NS164,sciencecommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-sciencecommunication,"Explain a scientific concept in a manner appropriate for the intended audience, including appeals to logic/facts, credibility, and emotion/connection; analyze how a scientific communication succeeded or failed in persuading the intended audience"
NS,NS164,molecularmechanism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-molecularmechanism,"Explain how a molecule or set of molecules influences a phenotype; explain the genetic, molecular, cellular, or physiological basis of a property of health, disease, or an agricultural or industrial application"
NS,NS164,translationalresearch,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-translationalresearch,(bench to bedside) Propose and evaluate ways facts and principles of basic biology can be used to improve human health or an agricultural or industrial application; select an appropriate application of a technological breakthrough; explain how a molecule or group of molecules can be manipulated to improve an outcome
NS,NS164,modelselection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-modelselection,Evaluate the appropriate clinical and pre-clinical model for testing therapeutic applications
NS,NS164,bioengineering,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-bioengineering,"(tissue engineering, stem cell engineering, genetic engineering): Explain the process of manipulating molecular, genetic, or cellular material for a specific purpose"
NS,NS164,bioinformatics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-bioinformatics,Apply bioinformatic tools to generate and test hypotheses
NS,NS166,disturbance,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-disturbance,Evaluate the eects of natural and anthropogenic disturbances on natural systems.
NS,NS166,interactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-interactions,Explain interactions among biotic elements within a community and the feedbacks that result from those interactions.
NS,NS166,landscape,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-landscape,Analyze and explain landscape patterns and processes in a given system.
NS,NS166,cyclingandflow,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-cyclingandflow,Explain cycling and flow in natural systems and how changes to one aspect will aect other aspects.
NS,NS166,effectivesolutions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-effectivesolutions,Design and evaluate solutions to environmental problems.
NS,NS166,socialframes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-socialframes,"Explain how social frames (e.g., economic, ethical, political) influence the eective solutions to environmental problems"
NS,NS166,measuringmonitoring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-measuringmonitoring,"Identify and apply appropriate techniques to assess populations, communities, and ecosystems"
NS,NS166,scales,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-scales,Analyze natural systems by incorporating spatial and temporal scales.
SS,SS110,BiologicalLevel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-BiologicalLevel,"Describe events at the level of biology, from molecules to brain areas"
SS,SS110,PsychologicalLevel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-PsychologicalLevel,"Describe events at the level of the individual psychological level, including ""conscious"" and ""unconscious"" processing"
SS,SS110,InterpersonalLevel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-InterpersonalLevel,Describe events at the level of interactions between people
SS,SS110,GroupLevel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-GroupLevel,"Describe events at the level of groups, especially how people think about groups and are influenced by groups"
SS,SS110,MechanismsOfCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-MechanismsOfCognition,"Describe the mechanism of a feature of cognition, and how it relates to other explanation types"
SS,SS110,DevelopmentOfCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-DevelopmentOfCognition,"Describe the development of a feature of cognition, and how it relates to other explanation types"
SS,SS110,EvolutionOfCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-EvolutionOfCognition,"Describe the evolution of a feature of cognition, and how it relates to other explanation types"
SS,SS110,FunctionOfCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-FunctionOfCognition,"Describe the function of a feature of cognition, and how it relates to other explanation types"
SS,SS110,ResearchesBestPractices,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-ResearchesBestPractices,"Identify, explain, and use best practices in the field that improve reliability and reproducibility of research and results"
SS,SS110,SelfReportMeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-SelfReportMeasures,Evaluate or produce methods that rely on self report
SS,SS110,BehavioralMeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-BehavioralMeasures,Evaluate or produce methods that rely on behavioral measures
SS,SS110,PsysiologicalMeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-PsysiologicalMeasures,Evaluate or produce methods that rely on physiological measures
SS,SS111,economicprinciples,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-economicprinciples,Apply economic principles to the analysis of an economy.
SS,SS111,marketorgovernmentfailures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-marketorgovernmentfailures,Apply the concepts of positive/negative externalities and asymmetric information to dissecting or anticipating market or government failures
SS,SS111,welfare,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-welfare,Apply the concepts of producer and consumer surplus to analyze the welfare implications of markets in and out of an equilibrium state
SS,SS111,businesscycles,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-businesscycles,Analyze the indicators used in determining business cycles to forecast or identify recessions and expansions in an economy.
SS,SS111,economicindicators,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-economicindicators,"Define common economic indicators, analyze what they measure, and properly apply each indicator in economic arguments."
SS,SS111,internationalinterconnectedness,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-internationalinterconnectedness,Analyze how international trade and/or policy and/or investment interact with the global economy.
SS,SS111,monetaryorfiscalpolicy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-monetaryorfiscalpolicy,Analyze the goals and tools of monetary or fiscal policy.
SS,SS111,regulations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-regulations,Assess the eectiveness of financial regulations.
SS,SS111,maniasbubblesandcrises,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-maniasbubblesandcrises,"Analyze the causes of dierent manias, bubbles, and crises"
SS,SS111,risk,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-risk,Analyze the concepts of 'systemic risk' and ‘contagion’ and discuss why they can have severe consequences for an economy.
SS,SS112,constructivism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-constructivism,"Interpret the causal role of ideas, identity, norms, and repertoires in determining political and social outcomes over time."
SS,SS112,rationalchoice,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-rationalchoice,Apply rational choice theory to explain individual and collective political decisions
SS,SS112,structuralism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-structuralism,Identify and analyze structural factors that help explain political and social outcomes over time.
SS,SS112,institutionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-institutionalism,"Apply the institutionalist theoretical lens by specifying the political causes or consequences of the growth, maintenance, and decay of specific, political institutions"
SS,SS112,democratization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-democratization,"Identify the specific stage of democratization and explain the causes of liberalization, transition, consolidation, deepening or backsliding."
SS,SS112,integratingtheories,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-integratingtheories,"Define and utilize theory to explain political behaviors of the past, present and future"
SS,SS112,observationalstudy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-observationalstudy,Design and interpret observational studies.
SS,SS112,poliscimethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-poliscimethods,"Identify, define and utilize political science methodologies in conducting analysis and addressing research topics."
SS,SS144,economicmethodsandtools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicmethodsandtools,Use mathematical and statistical methods and tools to analyze an economy
SS,SS144,economicproblemsolving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicproblemsolving,Evaluate dierent theories and tools to solve economic problems
SS,SS144,economicgrowrgandempiricalanalyses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicgrowrgandempiricalanalyses,Identify the determinants of economic growth and use empirical analysis to compare outcomes across countries.
SS,SS144,behavioraleconomics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-behavioraleconomics,Use economic tools to analyze the psychological aspects of decisionmaking
SS,SS144,economicprinciples,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicprinciples,Apply economic principles to the analysis of an economy
SS,SS144,marketandtools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-marketandtools,Analyze demand and supply forces for dierent markets at the micro and macro levels.
SS,SS144,economicpublicpolicies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicpublicpolicies,Assess success or failure of public policies in recent history.
SS,SS146,governanceconcepts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governanceconcepts,"Define, explain and utilize relevant concepts in examining governance in theory and practice."
SS,SS146,governancetheories,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governancetheories,"Define, explain and utilize relevant theories in examining governance at the conceptual and practical level."
SS,SS146,evaluation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-evaluation,Critically assess governance planning and/or performance.
SS,SS146,policy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-policy,Conceptualize governance initiatives and reforms
SS,SS146,descriptivestats,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-descriptivestats,Calculate and interpret descriptive statistics appropriately
SS,SS152,NeuralSubstrate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-NeuralSubstrate,"Explain cognitive processes or behavior in terms of the anatomical, physiological and chemical substrates of the brain at appropriate level(s) of analysis."
SS,SS152,NeuroscienceApproaches,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-NeuroscienceApproaches,"Evaluate how converging approaches and/or their underlying methods can be used to bring complementary perspectives to the study of cognition, or propose and justify the use of particular approaches/methods given the context and explanatory challenge."
